source_id,rule_key,rule_object,constraint_type,subject,operator,value,unit,condition,exception,evidence_text,warnings,source_stream,batch_id,rule_id,applies_to,applies_to_objects,scope_count,scope_mode,merged_rule_ids,merged_rule_count,dedup_status,review_reasons,review_required,merged_rule_id,rule_object_original,approval_type,unit_original
calgary_generic_graph_pack_102__page_0413__local_003,rule_6,permitted_use,use_permission,Secondary Suite,permitted,,,"for parcels designated R-C1s, as an additional use referenced in section 385",,Secondary Suite.,[],gemini_text_batch,text_batch_0017,pipeline10_rule_0104,"[{'rule_id': 'pipeline10_rule_0104', 'rule_object': 'permitted_use', 'condition': 'for parcels designated R-C1s, as an additional use referenced in section 385'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0104'],1,kept,[],False,pipeline5_merged_rule_0098,,permitted,
calgary_generic_graph_pack_102__page_0413__local_003,rule_7,permitted_use,use_permission,Backyard Suite,permitted,,,"for parcels designated R-C1s, as an additional use referenced in section 385",,Backyard Suite.,[],gemini_text_batch,text_batch_0017,pipeline10_rule_0105,"[{'rule_id': 'pipeline10_rule_0105', 'rule_object': 'permitted_use', 'condition': 'for parcels designated R-C1s, as an additional use referenced in section 385'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0105'],1,kept,[],False,pipeline5_merged_rule_0099,,permitted,
calgary_generic_graph_pack_107__page_0419__local_006,calgary_generic_graph_pack_107__page_0419__local_006_1,permitted_use,discretionary,Backyard Suite,permitted,,,in the Residential – Contextual Narrow Parcel One Dwelling District,,(a.2) Backyard Suite;,[],gemini_text_batch,text_batch_0018,pipeline10_rule_0106,"[{'rule_id': 'pipeline10_rule_0106', 'rule_object': 'permitted_use', 'condition': 'in the Residential – Contextual Narrow Parcel One Dwelling District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0106'],1,kept,[],False,pipeline5_merged_rule_0100,,permitted,
calgary_generic_graph_pack_111__page_0427__local_004,calgary_generic_graph_pack_111__page_0427__local_004_1,permitted_use,permitted,Secondary Suite,permitted,,,in the Residential – Contextual One / Two Dwelling District,,(f.1) Secondary Suite;,[],gemini_text_batch,text_batch_0018,pipeline10_rule_0107,"[{'rule_id': 'pipeline10_rule_0107', 'rule_object': 'permitted_use', 'condition': 'in the Residential – Contextual One / Two Dwelling District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0107'],1,kept,[],False,pipeline5_merged_rule_0101,,permitted,
calgary_generic_graph_pack_112__page_0427__local_006,calgary_generic_graph_pack_112__page_0427__local_006_1,permitted_use,discretionary,Backyard Suite,permitted,,,in the Residential – Contextual One / Two Dwelling District,,(a.2) Backyard Suite;,[],gemini_text_batch,text_batch_0018,pipeline10_rule_0108,"[{'rule_id': 'pipeline10_rule_0108', 'rule_object': 'permitted_use', 'condition': 'in the Residential – Contextual One / Two Dwelling District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0108'],1,kept,[],False,pipeline5_merged_rule_0102,,permitted,
calgary_generic_graph_pack_121__page_0437__local_005,calgary_generic_graph_pack_121__page_0437__local_005_1,permitted_use,discretionary,Backyard Suite,permitted,,,in the Residential – One Dwelling District,,(a.2) Backyard Suite;,[],gemini_text_batch,text_batch_0018,pipeline10_rule_0109,"[{'rule_id': 'pipeline10_rule_0109', 'rule_object': 'permitted_use', 'condition': 'in the Residential – One Dwelling District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0109'],1,kept,[],False,pipeline5_merged_rule_0103,,permitted,
calgary_generic_graph_pack_126__page_0438__local_003,calgary_generic_graph_pack_126__page_0438__local_003_1,permitted_use,permitted,Secondary Suite,permitted,,,in PART 5 - DIVISION 6: R-1 & R-1s District,,(a) Secondary Suite.,[],gemini_text_batch,text_batch_0018,pipeline10_rule_0110,"[{'rule_id': 'pipeline10_rule_0110', 'rule_object': 'permitted_use', 'condition': 'in PART 5 - DIVISION 6: R-1 & R-1s District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0110'],1,kept,[],False,pipeline5_merged_rule_0104,,permitted,
calgary_generic_graph_pack_126__page_0438__local_003,calgary_generic_graph_pack_126__page_0438__local_003_2,permitted_use,permitted,Backyard Suite,permitted,,,in PART 5 - DIVISION 6: R-1 & R-1s District,,(a) Backyard Suite.,[],gemini_text_batch,text_batch_0018,pipeline10_rule_0111,"[{'rule_id': 'pipeline10_rule_0111', 'rule_object': 'permitted_use', 'condition': 'in PART 5 - DIVISION 6: R-1 & R-1s District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0111'],1,kept,[],False,pipeline5_merged_rule_0105,,permitted,
calgary_generic_graph_pack_128__page_0441__local_005,calgary_generic_graph_pack_128__page_0441__local_005_1,permitted_use,discretionary,Backyard Suite,permitted,,,in the Residential – Narrow Parcel One Dwelling District,,(a.2) Backyard Suite;,[],gemini_text_batch,text_batch_0018,pipeline10_rule_0112,"[{'rule_id': 'pipeline10_rule_0112', 'rule_object': 'permitted_use', 'condition': 'in the Residential – Narrow Parcel One Dwelling District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0112'],1,kept,[],False,pipeline5_merged_rule_0106,,permitted,
calgary_generic_graph_pack_128__page_0441__local_006,calgary_generic_graph_pack_128__page_0441__local_006_1,permitted_use,discretionary,Secondary Suite,permitted,,,in the Residential – Narrow Parcel One Dwelling District,,(h.1) Secondary Suite;,[],gemini_text_batch,text_batch_0018,pipeline10_rule_0113,"[{'rule_id': 'pipeline10_rule_0113', 'rule_object': 'permitted_use', 'condition': 'in the Residential – Narrow Parcel One Dwelling District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0113'],1,kept,[],False,pipeline5_merged_rule_0107,,permitted,
calgary_generic_graph_pack_132__page_0447__local_004,calgary_generic_graph_pack_132__page_0447__local_004_1,permitted_use,permitted,Secondary Suite,permitted,,,in the Residential – One /Two Dwelling District,,(e.1) Secondary Suite;,[],gemini_text_batch,text_batch_0018,pipeline10_rule_0114,"[{'rule_id': 'pipeline10_rule_0114', 'rule_object': 'permitted_use', 'condition': 'in the Residential – One /Two Dwelling District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0114'],1,kept,[],False,pipeline5_merged_rule_0108,,permitted,
calgary_generic_graph_pack_133__page_0447__local_006,backyard_suite_discretionary_R-OTD,permitted_use,use_permission,Backyard Suite,permitted,,,"in the Residential – One / Two Dwelling District, as a discretionary use",,(a.2) Backyard Suite;,[],gemini_text_batch,text_batch_0019,pipeline10_rule_0115,"[{'rule_id': 'pipeline10_rule_0115', 'rule_object': 'permitted_use', 'condition': 'in the Residential – One / Two Dwelling District, as a discretionary use'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0115'],1,kept,[],False,pipeline5_merged_rule_0109,,discretionary,
calgary_generic_graph_pack_141__page_0453__local_005,secondary_suite_permitted_R-LDMD,permitted_use,use_permission,Secondary Suite,permitted,,,in the Residential – Low Density Multiple Dwelling District,,(b) Secondary Suite;,[],gemini_text_batch,text_batch_0019,pipeline10_rule_0116,"[{'rule_id': 'pipeline10_rule_0116', 'rule_object': 'permitted_use', 'condition': 'in the Residential – Low Density Multiple Dwelling District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0116'],1,kept,[],False,pipeline5_merged_rule_0110,,permitted,
calgary_generic_graph_pack_142__page_0453__local_006,backyard_suite_discretionary_R-LDMD,permitted_use,use_permission,Backyard Suite,permitted,,,"in the Residential – Low Density Multiple Dwelling District, as a discretionary use",,(a.2) Backyard Suite;,[],gemini_text_batch,text_batch_0019,pipeline10_rule_0117,"[{'rule_id': 'pipeline10_rule_0117', 'rule_object': 'permitted_use', 'condition': 'in the Residential – Low Density Multiple Dwelling District, as a discretionary use'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0117'],1,kept,[],False,pipeline5_merged_rule_0111,,discretionary,
calgary_generic_graph_pack_147__page_0465__local_005,secondary_suite_permitted_R-GOID,permitted_use,use_permission,Secondary Suite,permitted,,,in the Residential – Grade-Oriented Infill District,,(g) Secondary Suite;,[],gemini_text_batch,text_batch_0019,pipeline10_rule_0118,"[{'rule_id': 'pipeline10_rule_0118', 'rule_object': 'permitted_use', 'condition': 'in the Residential – Grade-Oriented Infill District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0118'],1,kept,[],False,pipeline5_merged_rule_0112,,permitted,
calgary_generic_graph_pack_150__page_0466__local_002,backyard_suite_discretionary_R-GOID,permitted_use,use_permission,Backyard Suite,permitted,,,"in the Residential – Grade-Oriented Infill District, as a discretionary use",,(c) Backyard Suite;,[],gemini_text_batch,text_batch_0019,pipeline10_rule_0119,"[{'rule_id': 'pipeline10_rule_0119', 'rule_object': 'permitted_use', 'condition': 'in the Residential – Grade-Oriented Infill District, as a discretionary use'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0119'],1,kept,[],False,pipeline5_merged_rule_0113,,discretionary,
calgary_generic_graph_pack_156__page_0479__local_006,calgary_generic_graph_pack_156__page_0479__local_006_1,permitted_use,use_permission,Backyard Suite,permitted,,,in the Residential –Low Density Mixed Housing District,,(b)    Backyard Suite;,[],gemini_text_batch,text_batch_0020,pipeline10_rule_0120,"[{'rule_id': 'pipeline10_rule_0120', 'rule_object': 'permitted_use', 'condition': 'in the Residential –Low Density Mixed Housing District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0120'],1,kept,[],False,pipeline5_merged_rule_0114,,permitted,
calgary_generic_graph_pack_172__page_0507__local_005,calgary_generic_graph_pack_172__page_0507__local_005_1,permitted_use,use_permission,Secondary Suite,permitted,,,in the Multi-Residential – Contextual Grade-Oriented District,,(e.1)  Secondary Suite;                                                             33P2011,[],gemini_text_batch,text_batch_0020,pipeline10_rule_0121,"[{'rule_id': 'pipeline10_rule_0121', 'rule_object': 'permitted_use', 'condition': 'in the Multi-Residential – Contextual Grade-Oriented District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0121'],1,kept,[],False,pipeline5_merged_rule_0115,,permitted,
calgary_generic_graph_pack_173__page_0508__local_003,calgary_generic_graph_pack_173__page_0508__local_003_1,permitted_use,use_discretionary,Backyard Suite,permitted,,,as a discretionary use in the Multi-Residential – Contextual Grade-Oriented District,,(b.1)  Backyard Suite;,[],gemini_text_batch,text_batch_0020,pipeline10_rule_0122,"[{'rule_id': 'pipeline10_rule_0122', 'rule_object': 'permitted_use', 'condition': 'as a discretionary use in the Multi-Residential – Contextual Grade-Oriented District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0122'],1,kept,[],False,pipeline5_merged_rule_0116,,discretionary,
calgary_generic_graph_pack_174__page_0515__local_005,calgary_generic_graph_pack_174__page_0515__local_005_1,permitted_use,use_permission,Secondary Suite,permitted,,,in the Multi-Residential – Contextual Low Profile District,,(d.1)  Secondary Suite;                                                             33P2011,[],gemini_text_batch,text_batch_0020,pipeline10_rule_0123,"[{'rule_id': 'pipeline10_rule_0123', 'rule_object': 'permitted_use', 'condition': 'in the Multi-Residential – Contextual Low Profile District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0123'],1,kept,[],False,pipeline5_merged_rule_0117,,permitted,
calgary_generic_graph_pack_176__page_0516__local_003,calgary_generic_graph_pack_176__page_0516__local_003_1,permitted_use,use_discretionary,Backyard Suite,permitted,,,as a discretionary use in the Multi-Residential – Contextual Low Profile District,,(b.1)  Backyard Suite;,[],gemini_text_batch,text_batch_0020,pipeline10_rule_0124,"[{'rule_id': 'pipeline10_rule_0124', 'rule_object': 'permitted_use', 'condition': 'as a discretionary use in the Multi-Residential – Contextual Low Profile District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0124'],1,kept,[],False,pipeline5_merged_rule_0118,,discretionary,
calgary_generic_graph_pack_179__page_0524__local_003,calgary_generic_graph_pack_179__page_0524__local_003_1,permitted_use,use_discretionary,Backyard Suite,permitted,,,as a discretionary use in the Multi-Residential – Contextual Medium Profile District,,(b.1)  Backyard Suite;,[],gemini_text_batch,text_batch_0020,pipeline10_rule_0125,"[{'rule_id': 'pipeline10_rule_0125', 'rule_object': 'permitted_use', 'condition': 'as a discretionary use in the Multi-Residential – Contextual Medium Profile District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0125'],1,kept,[],False,pipeline5_merged_rule_0119,,discretionary,
calgary_generic_graph_pack_183__page_0549__local_002,calgary_generic_graph_pack_183__page_0549__local_002_1,permitted_use,use_permission,Backyard Suite,permitted,,,in the M-H1 District,,(a)    Backyard Suite;                                                             24P2014,[],gemini_text_batch,text_batch_0020,pipeline10_rule_0126,"[{'rule_id': 'pipeline10_rule_0126', 'rule_object': 'permitted_use', 'condition': 'in the M-H1 District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0126'],1,kept,[],False,pipeline5_merged_rule_0120,,permitted,
calgary_generic_graph_pack_196__page_0565__local_005,calgary_generic_graph_pack_196__page_0565__local_005_1,permitted_use,use_permission,Secondary Suite,permitted,,,in the Multi-Residential – Low Profile Support Commercial District,,(d.1)  Secondary Suite;                                                             33P2011,[],gemini_text_batch,text_batch_0020,pipeline10_rule_0127,"[{'rule_id': 'pipeline10_rule_0127', 'rule_object': 'permitted_use', 'condition': 'in the Multi-Residential – Low Profile Support Commercial District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0127'],1,kept,[],False,pipeline5_merged_rule_0121,,permitted,
calgary_generic_graph_pack_199__page_0572__local_002,calgary_generic_graph_pack_199__page_0572__local_002_1,permitted_use,use_permission,Secondary Suite,permitted,,,in the Multi-Residential – Medium Profile Support Commercial District,,(d.1) Secondary Suite;,[],gemini_text_batch,text_batch_0021,pipeline10_rule_0128,"[{'rule_id': 'pipeline10_rule_0128', 'rule_object': 'permitted_use', 'condition': 'in the Multi-Residential – Medium Profile Support Commercial District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0128'],1,kept,[],False,pipeline5_merged_rule_0122,,permitted,
calgary_generic_graph_pack_202__page_0573__local_003,calgary_generic_graph_pack_202__page_0573__local_003_1,permitted_use,use_permission,Backyard Suite,permitted,,,in the M-X2 district,,(a) Backyard Suite;,[],gemini_text_batch,text_batch_0021,pipeline10_rule_0129,"[{'rule_id': 'pipeline10_rule_0129', 'rule_object': 'permitted_use', 'condition': 'in the M-X2 district'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0129'],1,kept,[],False,pipeline5_merged_rule_0123,,permitted,
calgary_generic_graph_pack_215__page_0829__local_002,calgary_generic_graph_pack_215__page_0829__local_002_1,permitted_use,use_permission,Backyard Suite,permitted,,,in the CC-MH district,,(a) Backyard Suite;,[],gemini_text_batch,text_batch_0021,pipeline10_rule_0130,"[{'rule_id': 'pipeline10_rule_0130', 'rule_object': 'permitted_use', 'condition': 'in the CC-MH district'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0130'],1,kept,[],False,pipeline5_merged_rule_0124,,permitted,
calgary_generic_graph_pack_215__page_0829__local_002,calgary_generic_graph_pack_215__page_0829__local_002_2,permitted_use,use_permission,Secondary Suite,permitted,,,in the CC-MH district,,(b) Secondary Suite;,[],gemini_text_batch,text_batch_0021,pipeline10_rule_0131,"[{'rule_id': 'pipeline10_rule_0131', 'rule_object': 'permitted_use', 'condition': 'in the CC-MH district'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0131'],1,kept,[],False,pipeline5_merged_rule_0125,,permitted,
calgary_generic_graph_pack_004__page_0062__local_003,density_calculation_secondary_suite_exclusion,density_calculation,exclusion,Secondary Suites,prohibited,,,when calculating density,,does not include Secondary Suites,[],gemini_text_batch,text_batch_0022,pipeline10_rule_0132,"[{'rule_id': 'pipeline10_rule_0132', 'rule_object': 'density_calculation', 'condition': 'when calculating density'}]",['density_calculation'],1,single_scope,['pipeline10_rule_0132'],1,kept,[],False,pipeline5_merged_rule_0126,,,
calgary_generic_graph_pack_004__page_0062__local_003,density_calculation_backyard_suite_exclusion,density_calculation,exclusion,Backyard Suites,prohibited,,,when calculating density,,does not include Backyard Suites,[],gemini_text_batch,text_batch_0022,pipeline10_rule_0133,"[{'rule_id': 'pipeline10_rule_0133', 'rule_object': 'density_calculation', 'condition': 'when calculating density'}]",['density_calculation'],1,single_scope,['pipeline10_rule_0133'],1,kept,[],False,pipeline5_merged_rule_0127,,,
calgary_generic_graph_pack_008__page_0071__local_003,main_residential_building_definition_backyard_suite_exclusion,main_residential_building_definition,exclusion,Backyard Suite,prohibited,,,when defining 'main residential building',,does not include a Backyard Suite,[],gemini_text_batch,text_batch_0022,pipeline10_rule_0134,"[{'rule_id': 'pipeline10_rule_0134', 'rule_object': 'main_residential_building_definition', 'condition': ""when defining 'main residential building'""}]",['main_residential_building_definition'],1,single_scope,['pipeline10_rule_0134'],1,kept,[],False,pipeline5_merged_rule_0128,,,
calgary_generic_graph_pack_018__page_0108__local_002,development_permit_backyard_suite_required,development_permit,requirement,Backyard Suite,required,,,,,Backyard Suite;,[],gemini_text_batch,text_batch_0022,pipeline10_rule_0135,"[{'rule_id': 'pipeline10_rule_0135', 'rule_object': 'development_permit', 'condition': ''}]",['development_permit'],1,single_scope,['pipeline10_rule_0135'],1,kept,[],False,pipeline5_merged_rule_0129,,,
calgary_generic_graph_pack_019__page_0109__local_002,development_permit_secondary_suite_required_districts,development_permit,requirement,Secondary Suite,required,,,"in the R-C1L, R-C1 and R-1 Districts",,"Secondary Suite in the R-C1L, R-C1 and R-1 Districts;",[],gemini_text_batch,text_batch_0022,pipeline10_rule_0136,"[{'rule_id': 'pipeline10_rule_0136', 'rule_object': 'development_permit', 'condition': 'in the R-C1L, R-C1 and R-1 Districts'}]",['development_permit'],1,single_scope,['pipeline10_rule_0136'],1,kept,[],False,pipeline5_merged_rule_0130,,,
calgary_generic_graph_pack_035__page_0217__local_003,use_equivalence_secondary_suite_detached_garage_to_backyard_suite,use_equivalence,definitional,Secondary Suite – Detached Garage,required,Backyard Suite use,,In any development permit or Direct Control District approved after the effective date of this Bylaw,,(a) Secondary Suite – Detached Garage,[],gemini_text_batch,text_batch_0024,pipeline10_rule_0137,"[{'rule_id': 'pipeline10_rule_0137', 'rule_object': 'use_equivalence', 'condition': 'In any development permit or Direct Control District approved after the effective date of this Bylaw'}]",['use_equivalence'],1,single_scope,['pipeline10_rule_0137'],1,kept,[],False,pipeline5_merged_rule_0131,,,
calgary_generic_graph_pack_035__page_0217__local_003,use_equivalence_secondary_suite_detached_garden_to_backyard_suite,use_equivalence,definitional,Secondary Suite – Detached Garden,required,Backyard Suite use,,In any development permit or Direct Control District approved after the effective date of this Bylaw,,(b) Secondary Suite – Detached Garden,[],gemini_text_batch,text_batch_0024,pipeline10_rule_0138,"[{'rule_id': 'pipeline10_rule_0138', 'rule_object': 'use_equivalence', 'condition': 'In any development permit or Direct Control District approved after the effective date of this Bylaw'}]",['use_equivalence'],1,single_scope,['pipeline10_rule_0138'],1,kept,[],False,pipeline5_merged_rule_0132,,,
calgary_generic_graph_pack_198__page_0567__local_002,backyard_suite_permitted_use_calgary_generic_graph_pack_198__page_0567__local_002,permitted_use,permission,Backyard Suite,permitted,,,,,(a)    Backyard Suite;                                                              24P2014,[],gemini_text_batch,text_batch_0026,pipeline10_rule_0139,"[{'rule_id': 'pipeline10_rule_0139', 'rule_object': 'permitted_use', 'condition': ''}]",['permitted_use'],1,single_scope,['pipeline10_rule_0139'],1,kept,[],False,pipeline5_merged_rule_0133,,permitted,
calgary_generic_graph_pack_028__page_0195__local_004,motor_vehicle_parking_stall_depth_min_5.9m_for_backyard_suite_secondary_suite,parking_stall_depth,dimension,depth,>=,5.9,m,"where it is required for a Backyard Suite, Contextual Semi-detached Dwelling, Contextual Single Detached Dwelling, Duplex Dwelling, Secondary Suite, Semi-detached Dwelling or Single Detached Dwelling",,"(3) The minimum depth of a motor vehicle parking stall is 5.9 metres 47P2008, 28P2009 where it is required for: (a) a Backyard Suite, Contextual Semi-detached Dwelling, 12P2010, 27P2011 Contextual Single Detached Dwelling, Duplex Dwelling, 24P2014 Secondary Suite, Semi-detached Dwelling or Single Detached Dwelling; and",[],gemini_text_batch,text_batch_0002,pipeline10_rule_0140,"[{'rule_id': 'pipeline10_rule_0140', 'rule_object': 'motor_vehicle_parking_stall', 'condition': 'where it is required for a Backyard Suite, Contextual Semi-detached Dwelling, Contextual Single Detached Dwelling, Duplex Dwelling, Secondary Suite, Semi-detached Dwelling or Single Detached Dwelling'}]",['motor_vehicle_parking_stall'],1,single_scope,['pipeline10_rule_0140'],1,kept,[],False,pipeline5_merged_rule_0134,motor_vehicle_parking_stall,,
calgary_generic_graph_pack_028__page_0195__local_005,motor_vehicle_parking_stall_width_min_3.0m_for_dwelling_unit_both_sides_barrier,parking_stall_width,dimension,width,>=,3.0,m,required for a Dwelling Unit where both sides of a stall abut a physical barrier,,(4) The minimum width of a motor vehicle parking stall required for a 28P2009 Dwelling Unit is: (a) 3.0 metres where both sides of a stall abut a physical barrier;,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0141,"[{'rule_id': 'pipeline10_rule_0141', 'rule_object': 'motor_vehicle_parking_stall', 'condition': 'required for a Dwelling Unit where both sides of a stall abut a physical barrier'}]",['motor_vehicle_parking_stall'],1,single_scope,['pipeline10_rule_0141'],1,kept,[],False,pipeline5_merged_rule_0135,motor_vehicle_parking_stall,,
calgary_generic_graph_pack_028__page_0195__local_005,motor_vehicle_parking_stall_width_min_2.85m_for_dwelling_unit_one_side_barrier,parking_stall_width,dimension,width,>=,2.85,m,required for a Dwelling Unit where one side of a stall abuts a physical barrier,,(4) The minimum width of a motor vehicle parking stall required for a 28P2009 Dwelling Unit is: (b) 2.85 metres where one side of a stall abuts a physical barrier;,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0142,"[{'rule_id': 'pipeline10_rule_0142', 'rule_object': 'motor_vehicle_parking_stall', 'condition': 'required for a Dwelling Unit where one side of a stall abuts a physical barrier'}]",['motor_vehicle_parking_stall'],1,single_scope,['pipeline10_rule_0142'],1,kept,[],False,pipeline5_merged_rule_0136,motor_vehicle_parking_stall,,
calgary_generic_graph_pack_028__page_0195__local_005,motor_vehicle_parking_stall_width_min_2.5m_for_dwelling_unit_all_other_cases,parking_stall_width,dimension,width,>=,2.5,m,required for a Dwelling Unit in all other cases,,(4) The minimum width of a motor vehicle parking stall required for a 28P2009 Dwelling Unit is: (c) 2.5 metres in all other cases.,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0143,"[{'rule_id': 'pipeline10_rule_0143', 'rule_object': 'motor_vehicle_parking_stall', 'condition': 'required for a Dwelling Unit in all other cases'}]",['motor_vehicle_parking_stall'],1,single_scope,['pipeline10_rule_0143'],1,kept,[],False,pipeline5_merged_rule_0137,motor_vehicle_parking_stall,,
calgary_generic_graph_pack_071__page_0395__local_003,secondary_suite_setback_main_building,building_setback,dimensional,Secondary Suite,>=,,,from a property line; must be equal to or greater than the minimum building setback from a property line for the main residential building,,"For a Secondary Suite the minimum building setback from a property line, must be equal to or greater than the minimum building setback from a property line for the main residential building.",[],gemini_text_batch,text_batch_0006,pipeline10_rule_0144,"[{'rule_id': 'pipeline10_rule_0144', 'rule_object': 'building_setback', 'condition': 'from a property line; must be equal to or greater than the minimum building setback from a property line for the main residential building'}]",['building_setback'],1,single_scope,['pipeline10_rule_0144'],1,kept,[],False,pipeline5_merged_rule_0138,,,
calgary_generic_graph_pack_071__page_0395__local_003,secondary_suite_max_floor_area,floor_area,dimensional,Secondary Suite,<=,100.0,m2,excluding any area covered by stairways and landings,,"the maximum floor area of a Secondary Suite, excluding any area covered by stairways and landings, is 100.0 square metres",[],gemini_text_batch,text_batch_0006,pipeline10_rule_0145,"[{'rule_id': 'pipeline10_rule_0145', 'rule_object': 'floor_area', 'condition': 'excluding any area covered by stairways and landings'}]",['floor_area'],1,single_scope,['pipeline10_rule_0145'],1,kept,[],False,pipeline5_merged_rule_0139,,,
calgary_generic_graph_pack_071__page_0395__local_003,secondary_suite_basement_floor_area_no_max,floor_area,dimensional,Secondary Suite,not required,,,wholly located in a basement,,There is no maximum floor area for a Secondary Suite wholly located in a basement.,[],gemini_text_batch,text_batch_0006,pipeline10_rule_0146,"[{'rule_id': 'pipeline10_rule_0146', 'rule_object': 'floor_area', 'condition': 'wholly located in a basement'}]",['floor_area'],1,single_scope,['pipeline10_rule_0146'],1,kept,[],False,pipeline5_merged_rule_0140,,,
calgary_generic_graph_pack_071__page_0395__local_004,secondary_suite_floor_area_relaxation_max,floor_area,dimensional,Secondary Suite,<=,10.0,%,may be relaxed by the Development Authority,,The maximum floor area of a Secondary Suite may be relaxed by the Development Authority to a maximum of 10.0 per cent.,[],gemini_text_batch,text_batch_0006,pipeline10_rule_0147,"[{'rule_id': 'pipeline10_rule_0147', 'rule_object': 'floor_area_relaxation', 'condition': 'may be relaxed by the Development Authority'}]",['floor_area_relaxation'],1,single_scope,['pipeline10_rule_0147'],1,kept,['rule_object_unit_conflict'],True,pipeline5_merged_rule_0141,floor_area_relaxation,,
calgary_generic_graph_pack_071__page_0395__local_004,secondary_suite_private_amenity_space_required,private_amenity_space,design_standard,Secondary Suite,required,,,must be located outdoors,in the R-CG District,"Except in the R-CG District, a Secondary Suite must have a private amenity space that: (a) is located outdoors",[],gemini_text_batch,text_batch_0006,pipeline10_rule_0148,"[{'rule_id': 'pipeline10_rule_0148', 'rule_object': 'private_amenity_space', 'condition': 'must be located outdoors'}]",['private_amenity_space'],1,single_scope,['pipeline10_rule_0148'],1,kept,['exception_requires_atomic_review'],True,pipeline5_merged_rule_0142,,,
calgary_generic_graph_pack_071__page_0395__local_004,secondary_suite_private_amenity_space_min_area,private_amenity_space,dimensional,Secondary Suite,>=,7.5,m2,with no dimension less than 1.5 metres,,has a minimum area of 7.5 square metres with no dimension less than 1.5 metres.,[],gemini_text_batch,text_batch_0006,pipeline10_rule_0149,"[{'rule_id': 'pipeline10_rule_0149', 'rule_object': 'private_amenity_space_area', 'condition': 'with no dimension less than 1.5 metres'}]",['private_amenity_space_area'],1,single_scope,['pipeline10_rule_0149'],1,kept,[],False,pipeline5_merged_rule_0143,private_amenity_space_area,,
calgary_generic_graph_pack_071__page_0395__local_004,secondary_suite_private_amenity_space_min_dimension,private_amenity_space,dimensional,Secondary Suite,>=,1.5,m,no dimension less than 1.5 metres,,has a minimum area of 7.5 square metres with no dimension less than 1.5 metres.,[],gemini_text_batch,text_batch_0006,pipeline10_rule_0150,"[{'rule_id': 'pipeline10_rule_0150', 'rule_object': 'private_amenity_space_dimension', 'condition': 'no dimension less than 1.5 metres'}]",['private_amenity_space_dimension'],1,single_scope,['pipeline10_rule_0150'],1,kept,[],False,pipeline5_merged_rule_0144,private_amenity_space_dimension,,
calgary_generic_graph_pack_072__page_0395__local_006,backyard_suite_min_rear_setback,building_setback,dimensional,Backyard Suite,>=,1.5,m,from a rear property line; for any portion of the building used as a Backyard Suite,,"For a Backyard Suite, the minimum building setback from a rear property line is: (a) 1.5 metres for any portion of the building used as a Backyard Suite",[],gemini_text_batch,text_batch_0006,pipeline10_rule_0151,"[{'rule_id': 'pipeline10_rule_0151', 'rule_object': 'building_setback', 'condition': 'from a rear property line; for any portion of the building used as a Backyard Suite'}]",['building_setback'],1,single_scope,['pipeline10_rule_0151'],1,kept,[],False,pipeline5_merged_rule_0145,,,
